,Company Name,Continent,Country,Visit ID,Visitor ID,Channel Group,Channel Medium,User Identification,Visit Date,Visit Start Time,Time on Site,Visits,Hits,Page Views,Event_buttonclick,Downloads,Video Views,Web Pages
4725,,EU,United Kingdom,5430852141,71595554695387,Organic Search,Google,Marketo,2023-04-18,23:07:59,157,10,16,10,3,2,1,fakepage.co.uk/main
4726,"Dillon, Carrillo and Aguirre",NA,Haiti,7984858185,23291085063134,Paid Search,Google,IP Address,2023-04-12,09:44:20,57,1,2,1,1,0,0,fakepage.co.uk/products
4727,Werner Group,EU,Denmark,4318805169,39297707338024,Paid Search,Google,IP Address,2023-12-01,09:56:05,95,1,2,1,1,0,0,fakepage.co.uk/boom
4728,,EU,Bosnia and Herzegovina,1980674226,18041920137651,Direct,None,Marketo,2023-03-29,14:21:36,116,11,20,4,14,1,1,fakepage.co.uk/main
4729,,AS,Türkiye,0521457557,01261164530076,Paid Search,Google,IP Address,2023-04-24,21:55:28,25,1,2,1,1,0,0,fakepage.co.uk/main
4730,"Holder, Ryan and Cooper",EU,Albania,7010531501,04623462057447,Paid Search,Bing,IP Address,2023-12-04,04:13:42,76,1,2,1,1,0,0,fakepage.co.uk/aboutus
4731,"Jones, Kent and Carter",EU,Italy,4529182753,60595481698236,Paid Search,Google,IP Address,2023-09-27,16:58:10,109,1,2,1,1,0,0,fakepage.co.uk/main
4732,,NA,Panama,5953142484,05354929136635,Paid Search,Google,Known Visitior,2023-12-16,19:21:29,31,3,6,1,4,1,0,fakepage.co.uk/boom
4733,"Zimmerman, Davis and Hickman",EU,Sweden,6481508842,34470176529390,Paid Search,Google,Known Visitior,2023-10-13,11:26:19,126,20,37,12,19,2,3,fakepage.co.uk/aboutus
4734,"Norris, Hall and Perry",NA,Saint Martin (French part),0387467075,69486213461731,Paid Search,Google,Known Visitior,2023-12-11,02:36:43,162,28,37,12,23,1,1,fakepage.co.uk/products
4735,Lopez and Sons,EU,Croatia,6885249786,85841945283437,Email,Newsletter,Marketo,2023-12-05,06:09:21,99,9,15,3,10,2,0,fakepage.co.uk/products
4736,Curtis-Robinson,EU,Netherlands,3802545574,35408550336796,Referral,Otherwebsite_placeholder,Known Visitior,2023-03-14,09:45:31,84,7,10,9,1,0,0,fakepage.co.uk/main
4737,,EU,Andorra,8929097518,48519176267969,Paid Search,Google,IP Address,2023-03-25,14:45:09,16,1,2,1,1,0,0,fakepage.co.uk/main
4738,Vazquez LLC,EU,Faroe Islands,5152369827,92557578210424,Paid Search,Bing,Known Visitior,2023-02-21,05:38:51,106,2,3,1,2,0,0,fakepage.co.uk/products
4739,,NA,"Bonaire, Sint Eustatius and Saba",2615382537,38987694298485,Paid Search,Google,Known Visitior,2023-07-29,19:21:04,15,12,16,10,5,1,0,fakepage.co.uk/main
4740,"Miller, Wheeler and Harding",EU,Portugal,5357378099,85345274825054,Paid Search,Google,Marketo,2023-11-28,22:28:59,151,18,29,6,18,3,2,fakepage.co.uk/products
4741,Miller Ltd,EU,Spain,3244592052,19860566111600,Direct,None,IP Address,2023-04-23,04:42:02,15,1,2,1,1,0,0,fakepage.co.uk/products
4742,Cooper-Small,NA,Martinique,9470639124,43636948831410,Paid Search,Google,IP Address,2023-10-30,03:34:44,97,1,2,1,1,0,0,fakepage.co.uk/boom
4743,Williams PLC,EU,Norway,8093791809,93483587726267,Referral,Otherwebsite_placeholder,Marketo,2023-12-19,08:14:29,91,2,3,1,2,0,0,fakepage.co.uk/products
4744,,AS,Thailand,0422377963,21609757120796,Paid Search,Google,Known Visitior,2023-01-17,21:30:21,51,9,14,4,10,0,0,fakepage.co.uk/products
4745,Herrera PLC,EU,Germany,2473807932,06565596612199,Referral,Partner-site,Known Visitior,2023-06-20,19:25:55,15,2,3,1,2,0,0,fakepage.co.uk/main
4746,Dyer-Rivera,NA,Jamaica,8285917752,89370299475300,Paid Search,Google,Known Visitior,2023-08-01,09:31:48,37,2,4,1,3,0,0,fakepage.co.uk/main
4747,"Shaw, Wilson and Cox",AS,India,2085271717,83065682814284,Organic Search,Google,IP Address,2023-07-21,06:25:41,91,1,2,1,1,0,0,fakepage.co.uk/main
4748,,NA,Bermuda,2650585991,90148185965037,Organic Search,Google,Known Visitior,2023-05-17,02:08:56,82,3,6,1,4,1,0,fakepage.co.uk/main
4749,,AS,Indonesia,3288163453,70367112036837,Paid Search,Google,Known Visitior,2023-06-12,23:53:46,155,11,12,8,2,1,1,fakepage.co.uk/products
4750,,NA,"Virgin Islands, U.S.",6804297787,59604730681847,Direct,None,IP Address,2023-03-10,12:58:50,22,1,2,1,1,0,0,fakepage.co.uk/main
4751,Juarez-Simmons,NA,Aruba,9322387489,19115538109807,Referral,Partner-site,Known Visitior,2023-08-19,19:45:17,95,16,31,14,16,1,0,fakepage.co.uk/main
4752,"Mcdonald, Hudson and Green",EU,Belgium,6292459791,49167441314419,Organic Search,Google,Known Visitior,2023-03-27,15:29:00,53,17,19,7,10,2,0,fakepage.co.uk/boom
4753,Mcdonald-Garcia,EU,Monaco,4813520779,42333254115521,Organic Search,Google,Known Visitior,2023-07-14,05:03:17,155,2,4,1,3,0,0,fakepage.co.uk/main
4754,,EU,Switzerland,4942816537,30143464379089,Paid Search,Google,Known Visitior,2023-05-11,14:07:58,93,34,39,7,31,1,0,fakepage.co.uk/products
4755,Rivera-Barnes,AS,Türkiye,9033748331,58455426131806,Paid Search,Google,IP Address,2023-03-30,04:01:16,15,1,2,1,1,0,0,fakepage.co.uk/aboutus
4756,"Flores, Wilson and Scott",AS,Türkiye,8602278714,54157699244364,Referral,Otherwebsite_placeholder,IP Address,2023-12-30,13:56:52,58,1,2,1,1,0,0,fakepage.co.uk/products
4757,Phillips LLC,NA,Puerto Rico,4839554727,29897274365997,Organic Search,Google,Known Visitior,2023-09-09,10:40:12,38,3,4,1,3,0,0,fakepage.co.uk/products
4758,Gutierrez-Wagner,NA,Jamaica,5768038252,49131691583697,Paid Search,Bing,Known Visitior,2023-03-01,18:00:21,15,2,3,1,2,0,0,fakepage.co.uk/main
4759,"Small, Mccoy and Brock",EU,"Moldova, Republic of",6013315844,13443673647082,Email,Newsletter,IP Address,2023-05-29,07:40:05,15,1,2,1,1,0,0,fakepage.co.uk/aboutus
4760,,NA,Dominican Republic,4771353342,86189821222877,Referral,Otherwebsite_placeholder,IP Address,2023-04-07,10:03:22,75,1,2,1,1,0,0,fakepage.co.uk/products
4761,Kramer and Sons,EU,Germany,5473778455,17108401207196,Paid Search,Google,IP Address,2023-10-04,03:24:32,73,1,2,1,1,0,0,fakepage.co.uk/main
4762,Foley-Lara,EU,Finland,1289465050,37728640069620,Paid Search,Bing,IP Address,2023-04-14,22:49:41,65,1,2,1,1,0,0,fakepage.co.uk/boom
4763,,EU,Czechia,6343607571,95114549058580,Paid Search,Google,Known Visitior,2023-02-28,07:27:34,20,11,21,9,11,1,0,fakepage.co.uk/aboutus
4764,,AS,Saudi Arabia,8088627928,52399891097133,Paid Search,Google,IP Address,2023-02-03,16:44:22,72,1,2,1,1,0,0,fakepage.co.uk/main
4765,,AS,United Arab Emirates,5578343976,37106033675376,Paid Search,Google,Known Visitior,2023-03-01,13:43:08,117,6,12,7,5,0,0,fakepage.co.uk/aboutus
4766,Jones PLC,EU,Czechia,4728482597,55612320870528,Organic Search,Google,Known Visitior,2023-07-15,17:43:59,151,2,4,1,2,1,0,fakepage.co.uk/products
4767,,EU,Netherlands,8643363438,88738117213288,Direct,None,IP Address,2023-08-07,22:19:32,121,1,2,1,1,0,0,fakepage.co.uk/main
4768,"Jones, Norris and Smith",AS,Nepal,5263317155,60854146038577,Paid Search,Bing,IP Address,2023-03-24,12:40:38,73,1,2,1,1,0,0,fakepage.co.uk/boom
4769,Johnson-Nunez,EU,Czechia,6865754651,01063647295688,Paid Search,Google,IP Address,2023-08-06,00:58:19,184,1,2,1,1,0,0,fakepage.co.uk/aboutus
4770,"Walker, Brown and Williams",EU,Romania,8412214065,13602190087140,Paid Search,Google,Known Visitior,2023-06-15,06:00:10,37,4,8,1,5,1,1,fakepage.co.uk/products
4771,,NA,Guadeloupe,7919757272,10249115414472,Organic Social,Facebook,IP Address,2023-09-12,09:41:36,127,1,2,1,1,0,0,fakepage.co.uk/boom
4772,Arroyo-Meyer,EU,Bulgaria,2811830373,01736116586013,Referral,Partner-site,Marketo,2023-01-19,17:28:41,123,19,32,9,17,2,3,fakepage.co.uk/aboutus
4773,Mendoza LLC,NA,Aruba,3499452080,53125278016133,Email,Targeted Ad,Known Visitior,2023-03-10,03:08:16,23,5,6,1,4,1,0,fakepage.co.uk/products
4774,Ayers Group,EU,Sweden,0546501370,88970809066208,Paid Search,Google,Marketo,2023-02-28,21:40:46,99,3,6,1,3,2,0,fakepage.co.uk/main
4775,,EU,San Marino,5304489073,77283358662906,Paid Search,Bing,Known Visitior,2023-08-09,07:21:59,15,8,11,3,3,1,2,fakepage.co.uk/aboutus
4776,Potter-Chavez,AS,Christmas Island,1226330686,12363634291370,Email,Newsletter,Marketo,2023-09-11,15:00:21,15,2,4,1,3,0,0,fakepage.co.uk/aboutus
4777,Rose Inc,EU,Italy,9995937256,69491625401698,Paid Search,Google,IP Address,2023-03-09,20:52:08,126,1,2,1,1,0,0,fakepage.co.uk/products
4778,Meyer PLC,EU,Guernsey,5812555650,84093235457278,Paid Search,Google,Known Visitior,2023-09-23,14:57:39,67,10,15,8,4,2,1,fakepage.co.uk/main
4779,Miller Inc,NA,Barbados,2387615872,55534973121848,Organic Search,Google,Marketo,2023-09-06,22:45:20,45,11,15,9,3,2,1,fakepage.co.uk/boom
4780,Gonzalez and Sons,EU,Luxembourg,8845026801,74457715392941,Paid Search,Bing,IP Address,2023-01-12,06:38:45,55,1,2,1,1,0,0,fakepage.co.uk/products
4781,"Barnes, Wright and Thompson",EU,Italy,0076491959,50349139008546,Paid Search,Google,Known Visitior,2023-12-06,06:51:49,87,4,7,1,5,1,0,fakepage.co.uk/main
4782,"Campbell, Jones and Allen",EU,Andorra,7886625610,70425931016053,Organic Search,Google,IP Address,2023-02-24,20:22:54,15,1,2,1,1,0,0,fakepage.co.uk/products
4783,Sherman PLC,EU,Gibraltar,0550880146,90633171444764,Paid Search,Google,Known Visitior,2023-10-27,06:58:10,16,29,37,11,14,1,3,fakepage.co.uk/main
4784,Johnson PLC,NA,Saint Lucia,9659912767,02311441555098,Paid Search,Bing,Known Visitior,2023-09-13,06:14:47,132,76,104,14,11,2,4,fakepage.co.uk/main
4785,,AS,Malaysia,7481692671,04991702174436,Email,Newsletter,IP Address,2023-07-23,18:40:20,149,1,2,1,1,0,0,fakepage.co.uk/aboutus
4786,,NA,Nicaragua,7727954264,12231756411303,Email,Newsletter,Marketo,2023-06-13,05:27:42,84,11,16,4,12,0,0,fakepage.co.uk/products
4787,"Smith, Jackson and Cooper",AS,Yemen,9057124990,65090849045387,Organic Search,Google,Known Visitior,2023-10-29,05:50:19,124,2,3,1,2,0,0,fakepage.co.uk/main
4788,,EU,Jersey,3664965056,12135009524343,Email,Targeted Ad,IP Address,2023-03-23,17:43:00,30,1,2,1,1,0,0,fakepage.co.uk/main
4789,,NA,Saint Pierre and Miquelon,1022212432,14546653575216,Organic Search,Bing,Known Visitior,2023-03-25,22:29:28,85,3,4,1,2,1,0,fakepage.co.uk/boom
4790,Torres Group,NA,Greenland,7629087505,24685741969550,Organic Search,Google,IP Address,2023-08-27,11:32:12,50,1,2,1,1,0,0,fakepage.co.uk/products
4791,,EU,Bulgaria,3750974843,03410443789470,Organic Search,Bing,Known Visitior,2023-07-16,14:12:44,111,12,15,8,3,3,1,fakepage.co.uk/main
4792,"Greer, Forbes and Smith",NA,Dominica,2680967189,59320482615744,Direct,None,IP Address,2023-01-05,21:39:18,119,1,2,1,1,0,0,fakepage.co.uk/boom
4793,,AS,British Indian Ocean Territory,4713256004,06088251428163,Direct,None,IP Address,2023-07-15,17:46:35,161,1,2,1,1,0,0,fakepage.co.uk/main
4794,,NA,Belize,4172347477,93815375948512,Organic Search,Google,IP Address,2023-10-02,01:04:17,162,1,2,1,1,0,0,fakepage.co.uk/main
4795,,EU,Finland,3009644395,03567421670559,Organic Search,Google,Known Visitior,2023-12-30,03:38:50,94,3,5,1,2,1,1,fakepage.co.uk/main
4796,,EU,Serbia,6033705450,99422780093738,Paid Search,Google,Known Visitior,2023-08-30,23:17:01,57,5,8,1,6,1,0,fakepage.co.uk/main
4797,Kelly Ltd,NA,Saint Vincent and the Grenadines,4062483597,72258400455140,Organic Search,Google,IP Address,2023-03-04,21:29:12,70,1,2,1,1,0,0,fakepage.co.uk/main
4798,Henry-Key,EU,Greece,0078501720,85466062054324,Organic Social,LinkedIn,Known Visitior,2023-10-21,01:25:11,111,6,12,9,2,1,0,fakepage.co.uk/products
4799,,AS,Armenia,2254784579,74538786306920,Organic Search,Bing,Known Visitior,2023-06-26,11:13:25,132,2,4,1,3,0,0,fakepage.co.uk/main
4800,Alexander Group,EU,Croatia,8043589523,00391548925427,Paid Search,Google,Known Visitior,2023-12-14,18:11:22,21,4,8,1,6,1,0,fakepage.co.uk/main
4801,"Sampson, Johnson and Green",EU,Belarus,3485236649,14656851847798,Paid Search,Google,IP Address,2023-03-31,07:29:38,148,1,2,1,1,0,0,fakepage.co.uk/main
4802,Gates Inc,NA,Antigua and Barbuda,9551844065,38125647059558,Organic Search,Google,Marketo,2023-03-27,00:58:00,111,16,31,10,13,2,3,fakepage.co.uk/boom
4803,,NA,Saint Vincent and the Grenadines,5154496992,64851695160281,Organic Search,Bing,Known Visitior,2023-06-18,12:17:43,15,3,6,1,2,2,1,fakepage.co.uk/main
4804,Young-Bates,EU,Faroe Islands,5977567562,31075505839787,Direct,None,IP Address,2023-10-03,06:46:50,15,1,2,1,1,0,0,fakepage.co.uk/main
4805,,NA,Haiti,5158589898,91245676630702,Organic Social,Twitter,IP Address,2023-07-10,08:43:18,108,1,2,1,1,0,0,fakepage.co.uk/main
4806,,EU,Bulgaria,4981184035,88068602014498,Organic Search,Google,IP Address,2023-12-02,11:59:54,116,1,2,1,1,0,0,fakepage.co.uk/boom
4807,"Simpson, Ryan and Frey",EU,Slovenia,9157280557,79418405231043,Paid Search,Google,Known Visitior,2023-10-25,15:32:13,75,2,4,1,2,1,0,fakepage.co.uk/aboutus
4808,Osborne-Parsons,EU,United Kingdom,7234919469,23973536022904,Organic Search,Google,Known Visitior,2023-02-24,13:41:21,68,8,13,9,4,0,0,fakepage.co.uk/products
4809,Martin-Walter,EU,Isle of Man,9342165708,14999297894310,Paid Search,Google,Known Visitior,2023-04-23,12:18:27,15,8,16,5,10,1,0,fakepage.co.uk/products
4810,,NA,Saint Pierre and Miquelon,6759529208,53181422240939,Organic Search,Google,IP Address,2023-08-28,06:53:04,150,1,2,1,1,0,0,fakepage.co.uk/products
4811,Moreno-Robinson,EU,Finland,1441476333,12013701480835,Paid Search,Google,Known Visitior,2023-03-16,11:34:46,145,2,4,1,2,1,0,fakepage.co.uk/main
4812,Reid Group,EU,Belarus,6895126604,65431712007090,Direct,None,Known Visitior,2023-05-08,08:24:59,15,3,4,1,2,1,0,fakepage.co.uk/main
4813,"Martinez, Knox and Peterson",EU,"Moldova, Republic of",2393714076,87934906821365,Email,Newsletter,Known Visitior,2023-11-08,08:13:10,148,2,4,1,3,0,0,fakepage.co.uk/aboutus
4814,,EU,Spain,9831043423,12462999942768,Paid Search,Google,Known Visitior,2023-11-19,03:22:52,71,3,6,1,2,3,0,fakepage.co.uk/products
4815,Whitaker and Sons,EU,Bosnia and Herzegovina,5889898460,73726399555311,Paid Search,Bing,IP Address,2023-01-19,15:04:36,137,1,2,1,1,0,0,fakepage.co.uk/products
4816,Henson PLC,EU,Italy,7803045299,86349243854703,Paid Search,Google,IP Address,2023-01-12,05:31:13,15,1,2,1,1,0,0,fakepage.co.uk/products
4817,"Harris, Nicholson and Gaines",EU,Greece,6614905764,33990959623660,Direct,None,IP Address,2023-07-29,22:20:19,44,1,2,1,1,0,0,fakepage.co.uk/main
4818,Smith-Huff,EU,Guernsey,2925449401,14365873966613,Paid Search,Bing,IP Address,2023-12-23,13:18:33,105,1,2,1,1,0,0,fakepage.co.uk/main
4819,Hart PLC,EU,Croatia,8005174013,30318817926328,Direct,None,Marketo,2023-04-07,06:53:28,120,47,49,10,17,1,3,fakepage.co.uk/boom
4820,,NA,Turks and Caicos Islands,8910591083,21106925387824,Paid Search,Google,IP Address,2023-03-10,12:41:00,15,1,2,1,1,0,0,fakepage.co.uk/main
4821,Reeves and Sons,EU,Switzerland,9896940958,21102302125931,Direct,None,Known Visitior,2023-03-10,04:08:10,15,4,7,1,4,2,0,fakepage.co.uk/main
4822,Morgan-Glass,EU,Slovenia,8242524189,13210669700084,Organic Search,Google,Known Visitior,2023-09-15,17:16:35,26,12,22,13,3,1,3,fakepage.co.uk/products
4823,"Lopez, Moore and Wolf",NA,Honduras,3379923768,00535289776420,Organic Search,Google,Known Visitior,2023-01-07,17:03:26,70,3,4,1,2,1,0,fakepage.co.uk/main
4824,"Daniel, Scott and Joseph",EU,Guernsey,2608555049,94879781845008,Referral,Partner-site,IP Address,2023-09-29,06:33:05,152,1,2,1,1,0,0,fakepage.co.uk/boom
4825,Young-Benson,EU,Faroe Islands,4148545249,90850646161550,Organic Search,Bing,Known Visitior,2023-05-04,07:55:33,36,3,5,1,4,0,0,fakepage.co.uk/main
4826,,EU,Gibraltar,1785820285,56590591593844,Organic Search,Google,IP Address,2023-04-15,09:32:03,80,1,2,1,1,0,0,fakepage.co.uk/aboutus
4827,"Wilson, James and Donaldson",NA,Nicaragua,3188428115,16483154215778,Email,Newsletter,Marketo,2023-04-16,03:30:11,15,8,14,9,2,1,1,fakepage.co.uk/aboutus
4828,,NA,"Bonaire, Sint Eustatius and Saba",4095714918,96470431822550,Paid Search,Google,Marketo,2023-07-18,15:21:27,110,21,35,5,14,1,1,fakepage.co.uk/products
4829,Casey-Hill,AS,Turkmenistan,3299022427,92438450400374,Organic Search,Google,Marketo,2023-06-04,07:02:12,93,2,4,1,3,0,0,fakepage.co.uk/main
4830,Barnes-Ward,NA,Montserrat,3367680925,16359859555521,Referral,Partner-site,Known Visitior,2023-03-14,00:14:37,110,7,11,6,4,1,0,fakepage.co.uk/products
4831,Cordova and Sons,EU,Serbia,9584885177,68640226503533,Paid Search,Google,IP Address,2023-08-04,21:12:32,158,1,2,1,1,0,0,fakepage.co.uk/boom
4832,"Greene, Price and Flores",EU,Italy,6285289190,57263394891189,Referral,Otherwebsite_placeholder,Known Visitior,2023-04-27,17:24:20,100,15,16,2,13,1,0,fakepage.co.uk/main
4833,"Garner, Poole and Allen",NA,"Virgin Islands, British",6467724117,01880044749484,Paid Search,Google,Known Visitior,2023-12-03,07:25:28,47,5,6,1,4,1,0,fakepage.co.uk/products
4834,"Rios, Duncan and Gonzales",EU,San Marino,0297113817,31900567324734,Organic Social,LinkedIn,Known Visitior,2023-02-06,13:22:59,105,2,3,1,2,0,0,fakepage.co.uk/aboutus
4835,,AS,Kuwait,9863925340,91341560260186,Paid Search,Google,IP Address,2023-01-27,00:20:29,57,1,2,1,1,0,0,fakepage.co.uk/main
4836,Chavez-Swanson,EU,Malta,7679883231,15130399890108,Direct,None,IP Address,2023-08-28,07:01:51,135,1,2,1,1,0,0,fakepage.co.uk/products
4837,Murphy-Sanchez,AS,Cyprus,7032949059,08284707631429,Paid Search,Google,Marketo,2023-05-19,11:53:09,111,13,22,12,10,0,0,fakepage.co.uk/main
4838,"Reyes, Smith and Bray",EU,Isle of Man,4211060794,34160721895866,Paid Search,Google,Known Visitior,2023-10-02,01:29:35,63,2,4,1,3,0,0,fakepage.co.uk/products
4839,,EU,Albania,2537904596,37027088558188,Paid Search,Google,IP Address,2023-12-18,04:55:51,105,1,2,1,1,0,0,fakepage.co.uk/main
4840,Daniels Ltd,EU,Finland,3233360788,04413798858130,Organic Search,Google,IP Address,2023-03-08,09:00:00,15,1,2,1,1,0,0,fakepage.co.uk/products
4841,,EU,Netherlands,5936346819,98298561034224,Paid Search,Google,Known Visitior,2023-05-02,19:22:07,67,7,13,2,10,1,0,fakepage.co.uk/main
4842,Vasquez-Gonzalez,EU,Germany,7602696215,97044421640525,Organic Search,Google,IP Address,2023-01-18,19:32:55,72,1,2,1,1,0,0,fakepage.co.uk/products
4843,Burch-Simmons,EU,Austria,4842893473,72185593936564,Paid Search,Google,IP Address,2023-08-01,14:43:41,154,1,2,1,1,0,0,fakepage.co.uk/main
4844,,EU,United Kingdom,4049866919,90765920251801,Paid Search,Bing,IP Address,2023-01-09,22:29:23,15,1,2,1,1,0,0,fakepage.co.uk/main
4845,Galvan-Robinson,AS,Pakistan,8237095019,38675556054383,Organic Search,Google,IP Address,2023-03-26,05:48:31,31,1,2,1,1,0,0,fakepage.co.uk/main
4846,,AS,Uzbekistan,2491848825,86540381098063,Organic Search,Google,Known Visitior,2023-12-12,17:59:51,116,6,7,1,3,3,0,fakepage.co.uk/aboutus
4847,"Johnson, Davis and Rodriguez",AS,Tajikistan,1317864802,92409490285582,Paid Search,Google,IP Address,2023-04-12,02:18:11,60,1,2,1,1,0,0,fakepage.co.uk/boom
4848,Mitchell-Hensley,NA,Haiti,8115882779,10340321264672,Paid Search,Google,IP Address,2023-01-19,20:42:00,118,1,2,1,1,0,0,fakepage.co.uk/products
4849,Wells-Henry,AS,British Indian Ocean Territory,5035380903,64014416271857,Email,Promo-Campaign,IP Address,2023-04-17,02:35:46,117,1,2,1,1,0,0,fakepage.co.uk/aboutus
4850,,EU,Finland,0518104084,13721307315337,Paid Search,Google,Known Visitior,2023-09-08,04:48:26,49,16,31,5,25,1,0,fakepage.co.uk/aboutus
4851,,EU,Luxembourg,8566791887,75832234700627,Organic Search,Bing,IP Address,2023-12-02,15:34:07,174,1,2,1,1,0,0,fakepage.co.uk/main
4852,,NA,Saint Kitts and Nevis,0671579604,55629720333606,Direct,None,IP Address,2023-04-24,05:12:55,15,1,2,1,1,0,0,fakepage.co.uk/boom
4853,"Baldwin, Reynolds and Young",EU,Bosnia and Herzegovina,5872026086,66303983842354,Paid Search,Bing,IP Address,2023-01-14,16:19:06,102,1,2,1,1,0,0,fakepage.co.uk/main
4854,,AS,Nepal,3886651576,93634473419948,Organic Search,Google,Known Visitior,2023-09-16,12:25:40,54,34,36,14,17,2,2,fakepage.co.uk/aboutus
4855,,EU,United Kingdom,0879413596,53055433847958,Organic Search,Google,Known Visitior,2023-02-19,23:35:50,118,4,7,1,4,2,0,fakepage.co.uk/products
4856,Smith PLC,EU,Åland Islands,4760355092,29258341865076,Organic Search,Google,IP Address,2023-10-23,05:23:17,38,1,2,1,1,0,0,fakepage.co.uk/products
4857,"Stone, Monroe and Zuniga",EU,Belgium,8437766801,53202264692128,Direct,None,Known Visitior,2023-03-28,15:51:12,79,11,18,5,10,3,0,fakepage.co.uk/main
4858,Wallace LLC,NA,Panama,1137752649,53688494912686,Paid Search,Google,IP Address,2023-10-07,04:34:53,44,1,2,1,1,0,0,fakepage.co.uk/products
4859,"Pratt, Martin and Warner",EU,Greece,4010632125,42007425886455,Direct,None,Known Visitior,2023-05-30,10:16:38,34,2,4,1,3,0,0,fakepage.co.uk/main
4860,"Nelson, Smith and Harris",EU,Iceland,0752611847,84725333854756,Paid Search,Google,Known Visitior,2023-02-25,20:43:29,62,3,6,1,2,2,1,fakepage.co.uk/products
4861,Ortiz-Perez,NA,Martinique,8630630819,31645366461521,Paid Search,Google,Known Visitior,2023-10-13,17:19:46,17,2,3,1,2,0,0,fakepage.co.uk/main
4862,White-Espinoza,EU,North Macedonia,8517589700,28060198701866,Paid Search,Google,Known Visitior,2023-11-20,13:54:59,127,12,15,3,12,0,0,fakepage.co.uk/main
4863,Richards-Prince,EU,Russian Federation,8196780627,73374105948667,Paid Search,Google,IP Address,2023-02-13,01:37:55,147,1,2,1,1,0,0,fakepage.co.uk/products
4864,Parker and Sons,AS,Saudi Arabia,4440347996,25321651204661,Paid Search,Bing,IP Address,2023-12-31,21:01:24,70,1,2,1,1,0,0,fakepage.co.uk/main
4865,"Stewart, Colon and Nunez",EU,Andorra,3543615230,11799233554560,Direct,None,Known Visitior,2023-05-17,08:43:54,15,3,4,1,2,1,0,fakepage.co.uk/main
4866,"Kane, Henson and Richards",NA,"Virgin Islands, U.S.",6171753767,69603561359623,Organic Search,Google,Known Visitior,2023-01-06,13:10:13,42,25,49,6,30,3,4,fakepage.co.uk/main
4867,Carr and Sons,EU,Serbia,1231665045,05075649932752,Organic Social,Facebook,IP Address,2023-07-16,17:24:18,37,1,2,1,1,0,0,fakepage.co.uk/main
